Table Code,State Code,Area Name,Total/Rural/Urban,Female Main Workers/Marginal Workers,Marital Status,Female - Population,Total Female - Main/Marginal Workers,A - Cultivators,,A - Agricultural Labourers,"A - Plantation, Livestock, Forestry, Fishing, Hunting and Allied Activities",B,C - HHI,C - Non HHI,D & E,F,G - HHI,G - Non HHI,H,I,J - HHI,J - Non HHI,K to M,N to O,P to Q,R to U - HHI,R to U - Non HHI
B1717,29,State - Karnataka,Rural,Main Workers,Total,5057884,5059970,1430089,,2380106,273853,18572,172165,211971,2215,41986,83,68855,8835,20664,31,4230,8515,21463,217942,28818,149577
B1717,29,State - Karnataka,Rural,Main Workers,Never Married,517247,518708,92572,,223875,27812,1689,29477,56964,454,4884,42,8264,2088,1481,8,2173,2686,4544,35486,2847,21362
B1717,29,State - Karnataka,Rural,Main Workers,Married,3820291,3819976,1161381,,1797939,195633,14311,124292,132744,1260,29732,33,44505,5706,13735,19,1879,5063,13265,145665,22876,109938
B1717,29,State - Karnataka,Rural,Main Workers,Widowed,632008,632550,163826,,309043,44126,2189,15598,17524,464,6015,8,14023,917,4658,4,155,666,3361,30855,2790,16328
B1717,29,State - Karnataka,Rural,Main Workers,Separated,79900,80334,10897,,44810,5776,373,2510,4291,35,1270,0,1894,108,737,0,19,68,259,5272,253,1762
B1717,29,State - Karnataka,Rural,Main Workers,Divorced,8438,8402,1413,,4439,506,10,288,448,2,85,0,169,16,53,0,4,32,34,664,52,187
B1717,29,State - Karnataka,Rural,Marginal Workers,Total,2132920,2132476,345164,,1309991,131122,5079,56946,45935,248,17410,79,18783,1686,3377,3,516,859,2374,18238,34170,140496
B1717,29,State - Karnataka,Rural,Marginal Workers,Never Married,261955,261448,40986,,142056,16081,662,8810,11635,95,2146,26,2391,338,297,0,300,294,546,4732,4417,25636
B1717,29,State - Karnataka,Rural,Marginal Workers,Married,1636484,1636857,275026,,1016638,96851,3717,42051,29978,116,12593,41,12883,1166,2375,3,197,510,1490,11072,26931,103219
B1717,29,State - Karnataka,Rural,Marginal Workers,Widowed,206324,206207,26649,,132223,16315,609,5321,3424,37,2226,6,3075,138,609,0,13,39,291,2017,2599,10616
B1717,29,State - Karnataka,Rural,Marginal Workers,Separated,24870,24630,2161,,16937,1660,73,641,764,0,409,6,353,44,86,0,6,16,47,360,182,885
B1717,29,State - Karnataka,Rural,Marginal Workers,Divorced,3287,3334,342,,2137,215,18,123,134,0,36,0,81,0,10,0,0,0,0,57,41,140
B1717,29,State - Karnataka,Urban,Total Female Workers,Total,2411677,2413878,51688,,182587,54833,7120,143633,480059,7296,117931,234,159026,25750,36544,1023,97323,70830,103008,354177,37761,483055
B1717,29,State - Karnataka,Urban,Total Female Workers,Never Married,446082,447810,8383,,19625,4890,848,21169,105352,1342,14246,63,26459,4990,3164,306,33593,16969,20457,58220,6005,101729
B1717,29,State - Karnataka,Urban,Total Female Workers,Married,1635533,1636441,35649,,128165,36122,4956,102163,322103,4321,82207,156,99597,17444,23454,678,61226,49418,66658,263122,27275,311727
B1717,29,State - Karnataka,Urban,Total Female Workers,Widowed,292648,292272,7250,,31032,12619,1192,18091,44969,1593,19123,15,29877,3042,8787,23,1855,3643,14528,28040,4075,62518
B1717,29,State - Karnataka,Urban,Total Female Workers,Separated,31403,31375,341,,3335,1069,108,1919,6556,36,2133,0,2603,205,1011,11,400,468,1059,3605,353,6163
B1717,29,State - Karnataka,Urban,Total Female Workers,Divorced,6011,5980,65,,430,133,16,291,1079,4,222,0,490,69,128,5,249,332,306,1190,53,918
B1717,29,State - Karnataka,Urban,Main Workers,Total,1989460,1991688,39715,,130717,40072,5750,117481,426990,6804,96051,189,137296,23735,32206,896,90825,66015,96041,331784,23484,325637
B1717,29,State - Karnataka,Urban,Main Workers,Never Married,352379,353874,4828,,13865,3301,680,17040,94426,1245,11494,49,22963,4553,2867,279,31170,15583,18764,52950,3867,53950
B1717,29,State - Karnataka,Urban,Main Workers,Married,1360165,1361275,28281,,90725,26185,3981,83699,286183,3983,67284,125,85819,16091,20648,589,57305,46227,62214,247815,16613,217508
B1717,29,State - Karnataka,Urban,Main Workers,Widowed,244847,244506,6264,,23241,9714,988,14906,39619,1538,15323,15,25779,2840,7666,15,1740,3447,13766,26511,2718,48416
B1717,29,State - Karnataka,Urban,Main Workers,Separated,26907,26885,285,,2577,791,99,1596,5795,34,1787,0,2291,195,911,8,377,442,1006,3384,251,5056
B1717,29,State - Karnataka,Urban,Main Workers,Divorced,5162,5148,57,,309,81,2,240,967,4,163,0,444,56,114,5,233,316,291,1124,35,707
B1717,29,State - Karnataka,Urban,Marginal Workers,Total,422217,422190,11973,,51870,14761,1370,26152,53069,492,21880,45,21730,2015,4338,127,6498,4815,6967,22393,14277,157418
B1717,29,State - Karnataka,Urban,Marginal Workers,Never Married,93703,93936,3555,,5760,1589,168,4129,10926,97,2752,14,3496,437,297,27,2423,1386,1693,5270,2138,47779
B1717,29,State - Karnataka,Urban,Marginal Workers,Married,275368,275166,7368,,37440,9937,975,18464,35920,338,14923,31,13778,1353,2806,89,3921,3191,4444,15307,10662,94219
B1717,29,State - Karnataka,Urban,Marginal Workers,Widowed,47801,47766,986,,7791,2905,204,3185,5350,55,3800,0,4098,202,1121,8,115,196,762,1529,1357,14102
B1717,29,State - Karnataka,Urban,Marginal Workers,Separated,4496,4490,56,,758,278,9,323,761,2,346,0,312,10,100,3,23,26,53,221,102,1107
B1717,29,State - Karnataka,Urban,Marginal Workers,Divorced,849,832,8,,121,52,14,51,112,0,59,0,46,13,14,0,16,16,15,66,18,211
B1717,30,State - Goa,Total,Total Female Workers,Total,157712,157667,12506,,11944,864,1571,2298,15769,548,6419,12,13683,2764,4373,8,1437,6381,18267,23294,2391,33138
B1717,30,State - Goa,Total,Total Female Workers,Never Married,43436,43368,3129,,1813,122,319,437,6479,101,1140,0,3929,790,1381,0,631,1908,5488,5193,412,10096
B1717,30,State - Goa,Total,Total Female Workers,Married,95791,95814,7804,,7667,593,1053,1488,8109,399,4379,12,7585,1772,2370,5,740,4214,11098,16352,1699,18475
B1717,30,State - Goa,Total,Total Female Workers,Widowed,17051,17006,1501,,2341,143,177,347,1055,44,835,0,1995,196,561,3,62,219,1516,1567,256,4188
B1717,30,State - Goa,Total,Total Female Workers,Separated,1009,1010,54,,106,2,20,18,93,2,51,0,97,4,40,0,2,20,91,115,22,273
B1717,30,State - Goa,Total,Total Female Workers,Divorced,425,469,18,,17,4,2,8,33,2,14,0,77,2,21,0,2,20,74,67,2,106
B1717,30,State - Goa,Total,Main Workers,Total,119086,118982,9196,,4226,602,1234,1469,12954,518,4274,12,11206,2445,3702,5,1306,5950,16428,21440,1236,20779
B1717,30,State - Goa,Total,Main Workers,Never Married,33073,33270,2491,,723,53,269,248,5272,97,785,0,3195,718,1153,0,574,1751,4745,4655,262,6279
B1717,30,State - Goa,Total,Main Workers,Married,72614,72324,5553,,2619,444,822,949,6746,375,2905,12,6200,1545,2030,5,671,3964,10157,15146,837,11344
B1717,30,State - Goa,Total,Main Workers,Widowed,12261,12182,1093,,831,101,121,246,828,42,545,0,1663,178,465,0,57,198,1385,1464,124,2841
B1717,30,State - Goa,Total,Main Workers,Separated,773,801,44,,46,2,20,18,81,2,27,0,82,2,35,0,2,17,73,113,13,224
B1717,30,State - Goa,Total,Main Workers,Divorced,365,405,15,,7,2,2,8,27,2,12,0,66,2,19,0,2,20,68,62,0,91
B1717,30,State - Goa,Total,Marginal Workers,Total,38626,38685,3310,,7718,262,337,829,2815,30,2145,0,2477,319,671,3,131,431,1839,1854,1155,12359
B1717,30,State - Goa,Total,Marginal Workers,Never Married,10363,10098,638,,1090,69,50,189,1207,4,355,0,734,72,228,0,57,157,743,538,150,3817
B1717,30,State - Goa,Total,Marginal Workers,Married,23177,23490,2251,,5048,149,231,539,1363,24,1474,0,1385,227,340,0,69,250,941,1206,862,7131
B1717,30,State - Goa,Total,Marginal Workers,Widowed,4790,4824,408,,1510,42,56,101,227,2,290,0,332,18,96,3,5,21,131,103,132,1347
B1717,30,State - Goa,Total,Marginal Workers,Separated,236,209,10,,60,0,0,0,12,0,24,0,15,2,5,0,0,3,18,2,9,49
B1717,30,State - Goa,Total,Marginal Workers,Divorced,60,64,3,,10,2,0,0,6,0,2,0,11,0,2,0,0,0,6,5,2,15
B1717,30,State - Goa,Rural,Total Female Workers,Total,62550,62607,10801,,9472,514,1040,978,6530,170,2112,2,4324,740,1568,0,410,1448,5504,7212,934,8848
B1717,30,State - Goa,Rural,Total Female Workers,Never Married,17082,16978,2754,,1518,94,186,186,2958,38,388,0,1302,244,494,0,210,558,1820,1850,154,2224
B1717,30,State - Goa,Rural,Total Female Workers,Married,37531,37718,6729,,6157,332,722,618,3064,122,1424,2,2284,444,850,0,184,832,3182,4836,678,5258
B1717,30,State - Goa,Rural,Total Female Workers,Widowed,7439,7427,1264,,1711,82,118,156,472,10,276,0,708,52,202,0,14,50,458,478,100,1276
B1717,30,State - Goa,Rural,Total Female Workers,Separated,385,378,43,,75,2,14,12,28,0,22,0,18,0,16,0,2,8,32,32,2,72
B1717,30,State - Goa,Rural,Total Female Workers,Divorced,113,106,11,,11,4,0,6,8,0,2,0,12,0,6,0,0,0,12,16,0,18
B1717,30,State - Goa,Rural,Main Workers,Total,42477,42879,8193,,3320,316,786,620,5172,156,1112,2,3350,632,1346,0,362,1354,4788,6524,300,4546
B1717,30,State - Goa,Rural,Main Workers,Never Married,12297,12397,2256,,589,30,162,104,2316,36,214,0,1018,224,432,0,196,526,1518,1618,56,1102
B1717,30,State - Goa,Rural,Main Workers,Married,25095,25411,4949,,2060,226,532,398,2492,112,734,2,1764,366,732,0,150,782,2838,4414,204,2656
B1717,30,State - Goa,Rural,Main Workers,Widowed,4751,4722,944,,632,56,78,100,338,8,152,0,550,42,162,0,14,38,398,446,40,724
B1717,30,State - Goa,Rural,Main Workers,Separated,249,259,34,,33,2,14,12,18,0,10,0,12,0,14,0,2,8,22,30,0,48
B1717,30,State - Goa,Rural,Main Workers,Divorced,85,90,10,,6,2,0,6,8,0,2,0,6,0,6,0,0,0,12,16,0,16
B1717,30,State - Goa,Rural,Marginal Workers,Total,20073,19728,2608,,6152,198,254,358,1358,14,1000,0,974,108,222,0,48,94,716,688,634,4302
B1717,30,State - Goa,Rural,Marginal Workers,Never Married,4785,4581,498,,929,64,24,82,642,2,174,0,284,20,62,0,14,32,302,232,98,1122
B1717,30,State - Goa,Rural,Marginal Workers,Married,12436,12307,1780,,4097,106,190,220,572,10,690,0,520,78,118,0,34,50,344,422,474,2602
B1717,30,State - Goa,Rural,Marginal Workers,Widowed,2688,2705,320,,1079,26,40,56,134,2,124,0,158,10,40,0,0,12,60,32,60,552
B1717,30,State - Goa,Rural,Marginal Workers,Separated,136,119,9,,42,0,0,0,10,0,12,0,6,0,2,0,0,0,10,2,2,24
B1717,30,State - Goa,Rural,Marginal Workers,Divorced,28,16,1,,5,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2
B1717,30,State - Goa,Urban,Total Female Workers,Total,95162,95060,1705,,2472,350,531,1320,9239,378,4307,10,9359,2024,2805,8,1027,4933,12763,16082,1457,24290
B1717,30,State - Goa,Urban,Total Female Workers,Never Married,26354,26390,375,,295,28,133,251,3521,63,752,0,2627,546,887,0,421,1350,3668,3343,258,7872
B1717,30,State - Goa,Urban,Total Female Workers,Married,58260,58096,1075,,1510,261,331,870,5045,277,2955,10,5301,1328,1520,5,556,3382,7916,11516,1021,13217
B1717,30,State - Goa,Urban,Total Female Workers,Widowed,9612,9579,237,,630,61,59,191,583,34,559,0,1287,144,359,3,48,169,1058,1089,156,2912
B1717,30,State - Goa,Urban,Total Female Workers,Separated,624,632,11,,31,0,6,6,65,2,29,0,79,4,24,0,0,12,59,83,20,201
B1717,30,State - Goa,Urban,Total Female Workers,Divorced,312,363,7,,6,0,2,2,25,2,12,0,65,2,15,0,2,20,62,51,2,88
B1717,30,State - Goa,Urban,Main Workers,Total,76609,76103,1003,,906,286,448,849,7782,362,3162,10,7856,1813,2356,5,944,4596,11640,14916,936,16233
B1717,30,State - Goa,Urban,Main Workers,Never Married,20776,20873,235,,134,23,107,144,2956,61,571,0,2177,494,721,0,378,1225,3227,3037,206,5177
B1717,30,State - Goa,Urban,Main Workers,Married,47519,46913,604,,559,218,290,551,4254,263,2171,10,4436,1179,1298,5,521,3182,7319,10732,633,8688
B1717,30,State - Goa,Urban,Main Workers,Widowed,7510,7460,149,,199,45,43,146,490,34,393,0,1113,136,303,0,43,160,987,1018,84,2117
B1717,30,State - Goa,Urban,Main Workers,Separated,524,542,10,,13,0,6,6,63,2,17,0,70,2,21,0,0,9,51,83,13,176
B1717,30,State - Goa,Urban,Main Workers,Divorced,280,315,5,,1,0,2,2,19,2,10,0,60,2,13,0,2,20,56,46,0,75
B1717,30,State - Goa,Urban,Marginal Workers,Total,18553,18957,702,,1566,64,83,471,1457,16,1145,0,1503,211,449,3,83,337,1123,1166,521,8057
B1717,30,State - Goa,Urban,Marginal Workers,Never Married,5578,5517,140,,161,5,26,107,565,2,181,0,450,52,166,0,43,125,441,306,52,2695
B1717,30,State - Goa,Urban,Marginal Workers,Married,10741,11183,471,,951,43,41,319,791,14,784,0,865,149,222,0,35,200,597,784,388,4529
B1717,30,State - Goa,Urban,Marginal Workers,Widowed,2102,2119,88,,431,16,16,45,93,0,166,0,174,8,56,3,5,9,71,71,72,795
B1717,30,State - Goa,Urban,Marginal Workers,Separated,100,90,1,,18,0,0,0,2,0,12,0,9,2,3,0,0,3,8,0,7,25
B1717,30,State - Goa,Urban,Marginal Workers,Divorced,32,48,2,,5,0,0,0,6,0,2,0,5,0,2,0,0,0,6,5,2,13
B1717,31,State - Lakshadweep,Total,Total Female Workers,Total,3435,3435,0,,0,110,2,101,492,30,253,0,66,54,17,0,17,40,686,1132,29,406
B1717,31,State - Lakshadweep,Total,Total Female Workers,Never Married,501,501,0,,0,14,1,11,59,4,32,0,9,7,1,0,2,6,87,139,8,121
B1717,31,State - Lakshadweep,Total,Total Female Workers,Married,2519,2519,0,,0,79,1,74,366,23,171,0,52,44,15,0,14,31,500,893,17,239
B1717,31,State - Lakshadweep,Total,Total Female Workers,Widowed,240,240,0,,0,11,0,8,28,3,28,0,4,0,0,0,0,1,56,69,3,29
B1717,31,State - Lakshadweep,Total,Total Female Workers,Separated,65,65,0,,0,2,0,1,10,0,8,0,1,2,0,0,1,2,18,13,1,6
B1717,31,State - Lakshadweep,Total,Total Female Workers,Divorced,110,110,0,,0,4,0,7,29,0,14,0,0,1,1,0,0,0,25,18,0,11
B1717,31,State - Lakshadweep,Total,Main Workers,Total,1667,1667,0,,0,33,1,18,157,27,40,0,45,39,9,0,10,29,348,815,13,83
B1717,31,State - Lakshadweep,Total,Main Workers,Never Married,134,134,0,,0,2,1,0,7,3,5,0,3,4,0,0,0,4,28,59,2,16
B1717,31,State - Lakshadweep,Total,Main Workers,Married,1318,1318,0,,0,22,0,14,118,22,23,0,38,34,8,0,9,23,275,670,9,53
B1717,31,State - Lakshadweep,Total,Main Workers,Widowed,135,135,0,,0,8,0,2,13,2,7,0,3,0,0,0,0,0,28,62,1,9
B1717,31,State - Lakshadweep,Total,Main Workers,Separated,33,33,0,,0,0,0,0,4,0,1,0,1,0,0,0,1,2,9,10,1,4
B1717,31,State - Lakshadweep,Total,Main Workers,Divorced,47,47,0,,0,1,0,2,15,0,4,0,0,1,1,0,0,0,8,14,0,1
B1717,31,State - Lakshadweep,Total,Marginal Workers,Total,1768,1768,0,,0,77,1,83,335,3,213,0,21,15,8,0,7,11,338,317,16,323
B1717,31,State - Lakshadweep,Total,Marginal Workers,Never Married,367,367,0,,0,12,0,11,52,1,27,0,6,3,1,0,2,2,59,80,6,105
B1717,31,State - Lakshadweep,Total,Marginal Workers,Married,1201,1201,0,,0,57,1,60,248,1,148,0,14,10,7,0,5,8,225,223,8,186
B1717,31,State - Lakshadweep,Total,Marginal Workers,Widowed,105,105,0,,0,3,0,6,15,1,21,0,1,0,0,0,0,1,28,7,2,20
B1717,31,State - Lakshadweep,Total,Marginal Workers,Separated,32,32,0,,0,2,0,1,6,0,7,0,0,2,0,0,0,0,9,3,0,2
B1717,31,State - Lakshadweep,Total,Marginal Workers,Divorced,63,63,0,,0,3,0,5,14,0,10,0,0,0,0,0,0,0,17,4,0,10
B1717,31,State - Lakshadweep,Rural,Total Female Workers,Total,866,866,0,,0,24,0,53,121,7,28,0,9,7,3,0,5,8,203,251,14,133
B1717,31,State - Lakshadweep,Rural,Total Female Workers,Never Married,128,128,0,,0,3,0,10,16,2,3,0,3,0,1,0,1,1,24,29,7,28
B1717,31,State - Lakshadweep,Rural,Total Female Workers,Married,628,628,0,,0,16,0,37,93,3,19,0,6,6,2,0,3,7,143,196,7,90
B1717,31,State - Lakshadweep,Rural,Total Female Workers,Widowed,64,64,0,,0,2,0,3,2,2,5,0,0,0,0,0,0,0,23,17,0,10
B1717,31,State - Lakshadweep,Rural,Total Female Workers,Separated,18,18,0,,0,2,0,1,3,0,1,0,0,0,0,0,1,0,3,5,0,2
B1717,31,State - Lakshadweep,Rural,Total Female Workers,Divorced,28,28,0,,0,1,0,2,7,0,0,0,0,1,0,0,0,0,10,4,0,3
B1717,31,State - Lakshadweep,Rural,Main Workers,Total,347,347,0,,0,3,0,8,27,6,9,0,7,6,1,0,3,7,59,178,3,30
B1717,31,State - Lakshadweep,Rural,Main Workers,Never Married,26,26,0,,0,0,0,0,0,1,2,0,2,0,0,0,0,0,3,12,2,4
B1717,31,State - Lakshadweep,Rural,Main Workers,Married,268,268,0,,0,1,0,6,22,3,4,0,5,5,1,0,2,7,45,143,1,23
B1717,31,State - Lakshadweep,Rural,Main Workers,Widowed,37,37,0,,0,1,0,2,1,2,3,0,0,0,0,0,0,0,10,16,0,2
B1717,31,State - Lakshadweep,Rural,Main Workers,Separated,6,6,0,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0
B1717,31,State - Lakshadweep,Rural,Main Workers,Divorced,10,10,0,,0,1,0,0,3,0,0,0,0,1,0,0,0,0,1,3,0,1
B1717,31,State - Lakshadweep,Rural,Marginal Workers,Total,519,519,0,,0,21,0,45,94,1,19,0,2,1,2,0,2,1,144,73,11,103
B1717,31,State - Lakshadweep,Rural,Marginal Workers,Never Married,102,102,0,,0,3,0,10,16,1,1,0,1,0,1,0,1,1,21,17,5,24
B1717,31,State - Lakshadweep,Rural,Marginal Workers,Married,360,360,0,,0,15,0,31,71,0,15,0,1,1,1,0,1,0,98,53,6,67
B1717,31,State - Lakshadweep,Rural,Marginal Workers,Widowed,27,27,0,,0,1,0,1,1,0,2,0,0,0,0,0,0,0,13,1,0,8
B1717,31,State - Lakshadweep,Rural,Marginal Workers,Separated,12,12,0,,0,2,0,1,2,0,1,0,0,0,0,0,0,0,3,1,0,2
B1717,31,State - Lakshadweep,Rural,Marginal Workers,Divorced,18,18,0,,0,0,0,2,4,0,0,0,0,0,0,0,0,0,9,1,0,2
B1717,31,State - Lakshadweep,Urban,Total Female Workers,Total,2569,2569,0,,0,86,2,48,371,23,225,0,57,47,14,0,12,32,483,881,15,273
B1717,31,State - Lakshadweep,Urban,Total Female Workers,Never Married,373,373,0,,0,11,1,1,43,2,29,0,6,7,0,0,1,5,63,110,1,93
B1717,31,State - Lakshadweep,Urban,Total Female Workers,Married,1891,1891,0,,0,63,1,37,273,20,152,0,46,38,13,0,11,24,357,697,10,149
B1717,31,State - Lakshadweep,Urban,Total Female Workers,Widowed,176,176,0,,0,9,0,5,26,1,23,0,4,0,0,0,0,1,33,52,3,19
B1717,31,State - Lakshadweep,Urban,Total Female Workers,Separated,47,47,0,,0,0,0,0,7,0,7,0,1,2,0,0,0,2,15,8,1,4
B1717,31,State - Lakshadweep,Urban,Total Female Workers,Divorced,82,82,0,,0,3,0,5,22,0,14,0,0,0,1,0,0,0,15,14,0,8
B1717,31,State - Lakshadweep,Urban,Main Workers,Total,1320,1320,0,,0,30,1,10,130,21,31,0,38,33,8,0,7,22,289,637,10,53
B1717,31,State - Lakshadweep,Urban,Main Workers,Never Married,108,108,0,,0,2,1,0,7,2,3,0,1,4,0,0,0,4,25,47,0,12
B1717,31,State - Lakshadweep,Urban,Main Workers,Married,1050,1050,0,,0,21,0,8,96,19,19,0,33,29,7,0,7,16,230,527,8,30
B1717,31,State - Lakshadweep,Urban,Main Workers,Widowed,98,98,0,,0,7,0,0,12,0,4,0,3,0,0,0,0,0,18,46,1,7
B1717,31,State - Lakshadweep,Urban,Main Workers,Separated,27,27,0,,0,0,0,0,3,0,1,0,1,0,0,0,0,2,9,6,1,4
B1717,31,State - Lakshadweep,Urban,Main Workers,Divorced,37,37,0,,0,0,0,2,12,0,4,0,0,0,1,0,0,0,7,11,0,0
B1717,31,State - Lakshadweep,Urban,Marginal Workers,Total,1249,1249,0,,0,56,1,38,241,2,194,0,19,14,6,0,5,10,194,244,5,220
B1717,31,State - Lakshadweep,Urban,Marginal Workers,Never Married,265,265,0,,0,9,0,1,36,0,26,0,5,3,0,0,1,1,38,63,1,81
B1717,31,State - Lakshadweep,Urban,Marginal Workers,Married,841,841,0,,0,42,1,29,177,1,133,0,13,9,6,0,4,8,127,170,2,119
B1717,31,State - Lakshadweep,Urban,Marginal Workers,Widowed,78,78,0,,0,2,0,5,14,1,19,0,1,0,0,0,0,1,15,6,2,12
B1717,31,State - Lakshadweep,Urban,Marginal Workers,Separated,20,20,0,,0,0,0,0,4,0,6,0,0,2,0,0,0,0,6,2,0,0
B1717,31,State - Lakshadweep,Urban,Marginal Workers,Divorced,45,45,0,,0,3,0,3,10,0,10,0,0,0,0,0,0,0,8,3,0,8
B1717,32,State - Kerala,Total,Total Female Workers,Total,3167494,3168156,123347,,464855,256590,8069,92427,469472,9705,354232,112,162546,36094,31109,326,34220,99849,121492,561329,15917,326465
B1717,32,State - Kerala,Total,Total Female Workers,Never Married,365555,362719,11155,,28835,11834,601,7902,56782,943,16061,0,30143,4300,2616,47,10692,11598,13555,89719,1727,64209
B1717,32,State - Kerala,Total,Total Female Workers,Married,2304398,2307057,89951,,334121,193524,5166,71018,341201,7344,267938,97,106213,25528,20473,264,21648,80284,95675,433216,12167,201229
B1717,32,State - Kerala,Total,Total Female Workers,Widowed,390129,390996,20091,,82836,40884,1638,11057,53364,1222,54781,15,20145,4936,6172,13,1285,6077,9666,27992,1655,47167
B1717,32,State - Kerala,Total,Total Female Workers,Separated,89320,89168,1814,,17001,8844,572,2025,15077,155,13286,0,4810,1120,1574,2,352,1309,1824,7513,316,11574
